10	54	98	90	3	9	92	55
81	98	96	11	6	6	61	81
77	14	7	46	31	46	33	31
32	52	91	12	97	91	97	76
54	22	55	54	94	58	81	58
73	29	7	74	12	12	74	75
17	65	22	41	17	65	49	78
63	63	39	49	49	8	86	62
84	21	68	84	20	58	20	93
33	65	41	68	5	3	90	88
10	85	9	34	53	53	10	47
26	64	40	53	97	64	40	99
40	74	33	40	31	2	14	14
14	81	75	55	63	62	65	60
17	48	55	31	80	55	12	80
89	96	96	50	70	31	55	55
62	69	40	7	20	20	11	69
53	76	51	79	22	79	69	53
11	85	70	38	11	81	70	30
52	13	70	91	26	70	96	91
22	73	22	66	3	73	2	59
21	1	98	6	98	63	22	6
38	71	39	5	76	66	58	10
23	80	23	37	99	27	21	48
58	80	24	41	58	83	99	41
37	22	35	18	71	37	71	3
39	38	1	82	1	4	72	82
55	7	93	93	33	56	98	98
42	96	40	60	89	60	26	96
87	67	5	5	66	67	28	43
66	96	91	77	35	20	20	96
50	91	10	35	48	33	81	45
92	29	62	56	14	56	92	54
38	9	44	51	70	84	41	2
8	67	66	78	54	22	66	78
12	43	40	76	25	40	27	25
29	29	16	32	83	5	5	38
53	60	86	39	84	84	2	60
96	61	50	58	52	51	58	50
15	15	39	85	54	85	78	21
37	56	56	26	84	8	91	91
85	90	90	4	83	20	20	73
91	99	72	14	15	10	60	76
13	92	89	91	24	57	13	24
64	3	64	49	72	49	80	87
18	73	21	99	18	89	73	91
36	36	82	73	33	78	27	27
86	13	98	77	71	5	71	5
60	62	12	88	16	26	5	78
78	14	33	13	59	84	37	21
86	85	97	83	91	18	91	97
49	84	69	49	83	17	9	84
65	84	64	76	64	34	92	76
54	75	75	49	64	9	9	12
39	97	31	40	90	82	45	49
89	74	16	33	76	88	11	68
88	72	51	22	51	78	76	22
11	11	70	57	81	70	43	18
47	29	70	99	18	47	14	18
86	81	32	89	81	42	85	89
29	32	48	79	7	97	79	32
54	85	54	88	50	91	88	21
82	35	54	61	64	73	18	69
91	75	61	2	63	61	2	92
77	16	8	9	62	70	11	4
18	36	92	66	16	23	21	52
92	73	63	41	69	95	81	42
46	60	96	89	67	96	46	48
55	11	19	35	11	19	23	13
95	91	89	7	91	21	16	89
70	49	35	59	94	35	49	76
95	89	56	72	83	45	57	86
88	31	88	2	10	45	53	53
67	74	19	86	23	28	28	74
54	8	1	52	44	8	91	44
54	32	36	14	99	54	99	88
57	54	88	4	34	71	68	11
72	72	23	10	92	29	61	92
31	85	58	89	90	22	79	37
95	68	36	99	74	90	90	99
4	23	67	1	4	69	23	77
83	18	82	18	83	32	3	87
47	38	91	22	38	79	76	76
72	41	23	23	13	21	72	14
55	44	61	87	53	44	87	48
78	26	36	18	35	42	36	87
97	85	39	87	78	63	87	39
2	27	26	2	6	51	6	87
77	40	62	40	18	77	45	36
7	45	81	4	42	93	81	7
39	61	39	24	33	61	75	59
16	67	81	15	67	81	82	25
49	50	76	53	81	71	86	2
62	51	23	49	66	15	66	51
18	14	89	94	17	14	94	9
55	17	41	60	17	97	41	50
59	33	76	23	74	63	63	70
90	65	52	91	64	52	81	90
72	79	84	84	83	83	39	5
86	46	70	30	73	94	45	41
90	69	69	55	48	71	88	88
94	95	8	4	34	29	29	8
91	7	90	29	94	94	91	56
96	43	96	28	41	10	41	80
96	89	1	75	96	49	95	75
42	42	16	6	39	55	16	2
47	87	64	9	68	87	68	13
81	93	24	36	36	81	53	26
88	3	52	86	3	97	84	52
66	68	2	16	79	52	66	2
2	21	81	29	60	81	2	20
37	75	24	76	29	75	76	33
59	61	61	85	3	50	3	64
99	26	6	35	46	86	58	14
78	33	78	16	80	30	16	92
53	46	43	96	95	16	57	48
58	36	67	49	57	5	81	22
3	24	13	71	90	13	90	36
6	79	47	64	81	6	81	3
28	52	79	89	69	34	58	67
55	85	26	85	11	26	57	73
51	87	80	38	30	51	57	30
69	74	2	2	67	52	72	67
82	95	68	7	63	82	68	44
28	66	92	81	67	75	92	75
74	97	97	86	59	17	42	42
92	30	30	6	57	44	44	36
30	46	78	9	65	47	46	65
48	72	1	48	60	47	47	81
58	53	45	58	35	45	32	87
20	50	50	20	24	23	72	34
68	81	68	81	54	10	63	71
84	84	80	77	80	75	18	30
5	80	10	61	71	61	83	83
73	68	99	10	67	67	9	10
35	38	47	90	66	66	24	24
33	85	17	50	57	33	57	99
41	8	23	6	3	39	3	23
63	10	40	40	3	26	69	10
21	11	34	7	35	7	34	15
23	16	16	35	31	25	35	84
43	56	65	43	98	26	38	65
91	11	6	6	11	22	34	27
4	62	62	53	4	36	63	68
96	79	21	52	89	36	52	89
29	48	93	18	64	48	64	40
61	99	26	94	55	94	99	88
48	39	19	27	50	27	9	9
2	31	74	74	2	81	33	65
70	1	52	29	70	1	71	75
26	66	26	50	90	43	43	14
19	35	35	56	28	97	97	14
20	53	56	32	98	32	84	20
23	16	5	1	16	1	57	87
61	54	34	37	34	65	81	81
48	45	91	77	27	33	23	17
51	38	8	44	38	51	60	96
98	30	65	14	65	86	23	98
79	38	43	43	38	20	66	14
55	68	57	35	51	57	51	18
30	39	9	57	52	93	57	93
38	54	61	37	38	18	49	37
70	96	58	58	53	1	17	17
35	42	28	75	27	43	23	40
43	65	20	36	13	86	81	15
95	88	97	19	26	75	72	62
78	58	87	95	95	22	6	87
51	1	81	53	58	82	21	45
9	4	8	84	26	4	37	84
96	51	32	96	51	18	47	34
2	56	98	61	58	2	56	37
44	13	52	21	13	66	52	31
47	8	47	7	7	22	27	9
49	93	77	82	56	82	83	56
5	11	20	71	32	23	43	20
73	30	49	18	49	29	29	2
57	97	90	52	97	81	52	93
49	95	4	62	49	18	95	73
8	36	69	90	8	28	54	28
22	90	41	42	41	85	42	89
62	62	76	26	37	92	26	49
81	43	34	99	23	87	80	37
20	96	96	92	17	61	92	63
22	39	52	52	30	88	22	28
31	4	38	14	59	12	8	3
78	48	17	26	82	82	58	17
6	4	97	97	4	42	61	99
62	94	91	25	56	70	22	55
56	88	90	7	56	13	90	38
25	41	22	69	88	22	23	69
6	73	93	73	38	6	79	14
42	17	74	75	73	73	84	17
6	55	54	5	6	52	91	54
25	45	51	71	86	70	71	86
92	81	54	56	4	88	88	4
57	56	86	20	10	10	5	56
32	75	59	75	53	5	46	46
74	22	83	83	95	70	22	6
84	71	96	74	32	34	43	72
80	63	50	5	5	52	29	52
89	7	89	44	36	63	60	36
23	55	32	95	86	98	1	42
50	23	66	66	9	23	95	47
96	44	33	56	96	2	44	5
84	43	59	90	32	89	16	17
98	45	65	45	11	1	65	49
76	1	1	76	53	13	3	11
94	27	97	80	20	49	97	27
96	17	27	20	67	27	96	45
42	2	58	84	84	42	80	72
24	80	49	80	44	74	97	44
67	44	68	4	68	86	4	78
69	47	59	15	47	50	59	46
52	85	19	52	72	19	84	63
15	8	28	15	2	94	97	54
61	85	47	61	8	85	24	70
85	79	22	22	66	85	62	21
72	18	18	44	7	19	82	7
60	22	71	1	1	46	48	46
65	65	28	30	37	40	81	81
76	22	89	76	52	85	62	22
31	97	86	12	84	31	21	86
60	38	17	55	37	17	72	55
51	1	78	99	18	41	21	7
94	19	44	9	26	44	44	47
30	78	30	62	98	60	75	62
38	43	13	25	65	93	15	83
72	63	96	96	5	71	69	63
34	84	71	4	85	51	76	72
62	61	33	24	32	93	33	93
53	51	53	41	51	87	58	17
48	91	52	91	63	52	22	64
22	78	13	27	49	13	75	55
66	14	66	44	1	18	39	18
92	88	84	22	53	53	88	6
27	79	26	71	90	98	58	85
76	24	3	3	91	25	28	28
6	25	61	52	67	61	69	42
57	90	88	68	26	59	74	61
36	32	91	23	3	98	91	7
31	83	47	73	31	72	71	73
15	63	84	84	78	15	2	99
18	18	10	77	73	33	77	57
40	16	1	9	33	16	9	3
36	13	11	34	12	11	12	28
69	98	11	98	9	64	11	88
49	61	40	61	3	49	86	82
40	91	42	23	23	66	17	42
59	61	59	46	45	45	43	50
92	42	35	37	55	20	92	35
99	58	94	83	94	60	54	99
72	96	69	96	97	70	97	93
14	14	64	87	87	96	71	10
7	30	86	7	37	1	86	73
48	8	44	39	39	7	48	59
63	65	28	5	63	87	28	52
25	27	86	26	26	36	86	23
94	63	87	91	74	22	94	22
28	32	25	28	11	30	38	11
77	23	23	77	88	3	61	57
32	99	90	28	43	5	90	20
89	44	89	16	44	64	99	18
24	8	67	11	4	24	8	90
54	50	50	59	56	79	43	43
85	96	25	31	42	42	23	23
51	57	88	89	51	74	90	57
85	85	5	18	18	25	89	77
67	26	85	18	2	85	27	26
76	44	32	85	2	88	41	46
52	74	5	32	6	60	5	72
54	69	72	13	3	40	69	72
98	98	79	43	76	72	79	53
14	40	23	57	73	68	20	78
14	21	58	35	3	14	71	21
40	22	8	33	83	97	8	22
21	87	87	97	24	33	71	97
30	98	54	18	30	54	78	45
89	51	36	51	29	36	58	19
69	8	16	17	17	81	69	47
97	83	84	81	30	57	57	84
2	9	73	30	58	3	38	41
92	9	4	37	64	1	33	93
92	90	36	19	62	36	19	30
71	94	14	13	19	94	72	13
66	37	19	78	66	83	51	37
52	11	68	66	78	7	61	9
43	35	81	68	79	81	95	68
54	26	80	58	26	37	21	21
66	50	17	80	17	80	56	23
25	29	31	25	69	19	31	67
99	46	88	46	1	88	15	6
2	78	2	96	53	33	33	77
2	16	13	89	99	6	16	6
81	12	81	37	64	73	73	47
45	53	42	11	11	42	72	2
24	53	12	74	43	53	43	70
22	97	26	23	81	85	50	1
97	31	39	27	52	51	51	97
51	76	70	86	11	23	72	44
17	6	6	46	10	90	10	87
44	36	17	43	95	77	46	4
1	26	42	65	42	15	24	1
14	3	3	14	15	55	40	28
31	9	81	11	10	37	94	50
75	95	28	63	55	2	73	97
5	5	66	28	77	66	75	95
64	68	6	90	67	24	6	90
38	72	89	41	8	23	37	58
88	38	97	82	36	75	1	67
25	1	79	25	99	99	69	38
94	54	54	43	68	52	19	43
40	21	10	40	58	21	63	56
20	55	82	55	21	32	97	21
48	42	10	79	61	10	42	31
28	34	22	74	26	69	34	22
74	89	42	23	82	9	74	9
15	50	50	64	4	13	4	56
1	78	45	86	5	19	87	78
75	72	63	72	84	60	75	44
2	14	84	12	68	8	14	8
31	67	31	64	24	24	79	86
18	4	97	4	91	8	26	18
27	26	12	27	61	12	2	46
5	21	75	61	13	21	75	8
91	41	21	31	35	94	31	94
14	51	81	60	12	51	12	72
35	57	31	31	13	62	57	49
70	19	53	76	97	53	70	7
17	49	49	82	17	54	50	36
95	95	34	78	91	69	10	78
91	28	32	82	9	29	10	36
59	13	32	56	87	9	50	57
47	76	40	55	77	65	14	38
5	8	21	93	70	93	5	57
54	53	10	65	10	91	65	93
10	17	95	48	96	48	99	17
28	80	41	42	74	52	89	27
76	89	76	26	42	97	71	89
29	29	2	73	91	91	82	19
17	59	59	43	51	69	80	51
55	63	27	33	55	38	38	51
22	54	78	18	43	50	84	17
67	36	64	61	47	56	31	94
79	36	60	56	2	60	36	26
48	56	87	6	87	47	47	94
23	5	44	12	23	37	8	5
85	85	29	13	20	35	96	29
47	17	43	36	56	82	43	36
18	55	64	15	91	91	64	60
63	93	63	93	81	76	35	9
84	68	49	46	68	27	46	89
90	1	87	11	52	33	10	52
19	77	38	38	12	44	72	44
7	52	7	64	74	90	58	90
88	85	85	70	28	39	39	32
15	90	67	12	60	97	67	12
65	98	52	39	68	74	16	76
28	80	31	77	31	2	88	77
35	43	64	64	46	43	4	37
5	74	53	74	42	6	42	63
99	40	45	74	38	40	45	92
75	93	88	83	56	83	93	33
70	5	39	31	48	48	40	1
91	91	80	80	73	45	35	57
42	6	13	6	42	54	65	16
98	55	72	97	29	80	29	97
4	86	83	19	65	86	4	41
10	13	11	89	11	6	1	1
94	74	93	38	2	8	93	38
57	51	88	57	14	22	79	80
56	77	93	7	86	66	45	31
27	65	6	89	29	63	91	81
41	87	90	86	96	74	61	49
79	52	79	37	23	37	11	3
73	21	41	88	25	91	19	18
13	98	17	27	6	27	71	17
37	64	25	9	37	90	64	74
77	77	3	60	20	87	97	3
50	45	45	79	50	4	31	61
36	24	2	77	2	62	24	52
71	38	31	31	38	82	32	81
24	64	78	11	63	96	78	64
29	75	57	68	75	43	67	43
81	72	7	93	12	29	80	48
16	62	40	20	41	39	23	98
38	53	50	32	38	53	4	22
11	11	93	66	38	44	58	38
90	95	40	41	73	38	52	72
80	15	86	46	55	69	81	59
64	43	10	24	88	88	64	33
20	10	84	31	22	62	22	31
96	53	47	64	84	31	84	64
75	45	65	65	74	10	31	19
25	28	49	25	43	78	43	4
71	43	47	71	58	82	55	55
60	10	60	83	52	97	40	83
14	79	94	53	9	79	14	23
16	52	12	52	81	3	12	72
64	29	19	67	26	76	29	67
1	16	51	76	86	11	76	54
46	48	98	15	13	53	46	13
83	82	35	35	82	48	93	72
61	43	43	80	29	29	60	86
54	77	97	97	55	77	11	31
5	5	54	26	54	49	37	82
88	57	57	13	73	86	13	31
7	3	3	84	70	31	70	98
75	45	95	88	88	46	45	36
62	25	3	40	46	47	32	70
37	20	72	78	40	51	89	82
27	31	15	22	60	56	1	25
88	2	95	2	9	63	80	95
10	4	22	4	51	91	73	73
44	75	94	68	75	70	44	80
18	18	65	27	7	49	7	54
46	50	30	7	6	46	7	47
36	1	37	54	50	50	36	2
38	42	75	52	38	30	11	42
91	73	91	17	60	23	23	95
38	74	25	66	35	38	67	74
89	55	85	69	31	69	59	85
26	72	72	49	96	58	14	14
68	57	95	85	86	81	85	68
80	65	80	48	41	28	27	48
95	13	44	95	40	92	26	74
76	4	30	54	94	4	76	15
85	76	15	85	14	36	76	30
21	54	79	22	61	6	61	79
78	83	90	28	29	28	35	90
78	88	2	26	39	5	69	8
62	23	64	32	5	26	62	64
79	25	30	30	88	42	74	88
3	49	79	64	36	49	2	79
34	96	17	74	17	34	70	45
2	82	68	67	67	24	85	24
45	82	49	82	42	97	18	49
67	65	73	19	89	82	33	76
64	97	54	54	44	89	97	90
12	23	97	80	5	54	5	80
13	76	88	49	88	78	13	37
32	46	75	32	46	73	82	29
71	58	75	14	78	34	35	66
58	6	14	60	14	6	37	24
41	90	79	90	70	41	38	39
59	38	17	80	92	24	3	66
33	3	63	93	93	94	63	37
29	62	53	68	67	51	53	29
29	95	53	6	42	11	42	6
91	89	78	1	47	43	98	75
13	72	66	55	72	7	66	8
40	56	19	1	94	1	40	3
19	73	13	78	45	33	31	14
8	60	98	98	81	8	70	9
62	74	10	49	20	20	74	34
48	48	89	43	2	2	49	34
56	17	8	16	26	65	16	17
42	33	79	82	27	33	42	88
30	80	51	30	67	23	51	16
77	23	23	14	43	14	94	51
7	33	33	7	6	85	53	20
71	67	8	17	29	10	38	66
16	39	40	89	32	1	39	89
78	64	78	94	56	26	64	32
29	4	42	97	64	6	29	4
19	33	18	64	63	73	73	19
28	23	48	3	66	35	23	28
23	75	66	31	76	66	59	76
39	39	71	56	78	56	32	82
32	80	83	57	44	80	3	32
96	10	37	74	22	31	41	84
71	93	93	71	53	45	52	47
51	3	63	1	7	61	17	2
78	35	15	7	35	73	91	99
4	96	61	64	2	23	23	38
89	41	89	60	20	80	48	60
75	41	4	4	43	77	7	43
58	82	18	47	61	42	61	42
71	42	51	4	51	89	44	44
30	33	33	8	83	37	83	23
81	73	86	45	81	65	73	19
24	70	41	24	80	6	70	85
53	30	16	68	30	29	73	16
8	55	93	6	6	14	17	55
43	25	44	77	31	44	55	43
23	89	60	60	25	25	28	39
48	17	62	46	17	37	37	63
87	87	48	79	34	98	85	34
29	9	90	1	67	18	74	60
66	6	6	66	39	98	37	74
25	54	40	60	42	21	92	88
8	53	27	30	42	89	40	52
12	54	98	68	98	54	64	50
60	54	5	74	1	4	66	95
96	23	24	91	97	97	28	91
65	52	1	80	1	35	35	57
84	23	98	24	98	43	68	43
48	75	37	9	15	15	54	54
74	55	41	55	93	14	74	28
12	80	86	4	86	23	52	12
34	34	4	4	18	99	73	97
26	84	26	93	23	41	84	34
54	67	24	24	76	54	52	56
82	57	3	19	39	41	3	39
14	21	43	19	19	58	21	20
40	10	97	6	76	13	47	10
16	12	14	26	91	38	22	52
75	96	91	1	21	84	39	40
48	48	74	81	74	63	70	88
20	6	3	20	36	50	50	83
9	13	80	13	40	1	44	9
41	83	5	32	65	9	55	64
11	47	90	50	6	6	6	53
2	17	11	62	16	50	62	11
91	51	46	51	58	91	26	89
43	92	49	43	36	89	16	89
84	88	3	3	55	85	88	8
71	95	92	71	95	23	3	30
73	89	23	42	88	94	73	88
31	88	85	12	88	30	78	31
74	22	90	25	85	22	21	21
35	82	66	61	42	64	35	61
15	17	64	81	39	8	93	55
47	80	86	91	6	98	91	80
20	67	44	80	26	39	95	68
7	72	47	92	14	29	5	95
30	42	89	11	42	15	15	36
45	97	15	97	94	20	21	94
99	48	70	70	97	38	27	27
22	27	46	74	27	84	81	74
87	17	85	61	65	83	18	9
3	32	15	93	3	68	15	34
4	75	86	81	98	96	98	96
4	50	2	50	67	31	40	4
35	88	24	85	85	88	42	80
41	48	48	26	26	30	93	74
28	28	16	29	61	24	87	61
24	95	50	76	89	50	94	24
60	36	89	57	80	35	14	99
1	46	33	49	46	29	84	49
22	98	79	50	69	22	69	89
55	90	24	62	82	90	59	62
81	93	16	35	13	35	13	54
57	42	99	37	8	52	37	99
57	14	20	57	73	87	87	30
26	23	4	59	59	24	19	23
66	57	66	42	54	15	41	54
16	19	19	9	53	18	9	36
65	68	72	54	23	87	87	68
35	22	35	48	22	80	90	84
70	35	59	91	59	35	40	55
47	3	38	3	93	42	47	48
24	13	92	64	24	71	92	19
43	51	28	58	20	43	51	73
9	10	90	90	24	32	24	72
44	8	98	28	34	28	65	98
76	37	9	81	75	9	31	31
46	91	97	19	83	17	22	97
46	46	50	62	45	18	9	34
8	6	6	70	40	70	62	20
56	20	95	67	81	70	70	95
47	47	87	85	39	81	81	42
78	13	81	33	60	78	53	33
43	57	2	77	50	50	43	13
88	10	38	38	50	50	94	51
87	90	90	72	2	28	28	15
77	71	6	88	86	89	88	89
21	93	28	69	69	40	9	40
14	52	97	7	67	67	13	97
40	94	27	19	81	40	69	19
50	59	73	18	12	76	66	93
46	40	72	17	17	40	18	94
13	1	94	20	8	80	20	94
57	42	66	77	6	42	55	57
79	24	79	14	28	22	14	37
63	86	13	13	93	75	49	49
77	75	1	76	27	85	3	97
18	34	98	34	80	98	10	9
63	26	28	29	23	26	29	39
27	3	18	16	33	64	3	18
7	32	1	47	33	76	51	12
66	66	78	75	61	27	55	78
33	70	32	29	29	43	32	6
69	77	36	69	51	30	36	11
74	36	32	36	68	82	94	74
38	49	22	15	49	38	20	97
55	10	52	54	61	88	61	52
33	76	29	33	46	26	85	26
12	97	56	97	2	55	2	19
58	61	61	55	54	55	92	80
56	5	52	38	80	5	55	56
31	1	75	87	55	92	6	90
79	56	21	10	60	78	44	52
34	10	92	12	55	55	11	34
4	5	58	14	40	38	5	14
85	26	98	31	49	77	74	97
59	59	67	95	76	58	95	72
83	30	83	49	49	58	67	99
24	77	29	67	60	50	76	82
32	59	61	58	27	58	12	59
15	63	17	83	15	86	83	22
89	20	36	10	71	36	43	71
26	96	26	66	46	46	10	22
40	87	86	47	54	47	40	72
55	25	79	77	79	54	77	9
31	90	56	31	62	39	23	73
90	70	70	2	42	42	4	86
4	21	72	4	83	39	82	72
18	18	28	83	70	91	61	95
96	55	35	8	67	38	86	35
24	73	71	71	8	8	54	47
36	21	58	71	4	71	4	28
72	74	14	43	74	41	28	28
48	3	25	48	6	79	48	46
82	53	71	2	71	2	24	58
78	95	48	57	97	3	97	78
12	26	93	29	53	88	29	53
46	5	81	95	16	19	51	58
25	78	19	76	78	76	57	1
91	61	85	85	67	42	42	99
83	74	14	62	40	85	83	74
55	45	45	75	48	87	97	48
59	74	47	7	83	74	47	1
54	55	54	67	48	19	48	66
83	4	82	47	82	14	86	83
28	91	19	91	22	99	85	85
57	35	35	53	37	30	25	53
68	52	51	92	86	44	92	28
91	34	40	95	88	89	34	88
13	70	75	77	13	77	12	73
91	6	48	45	99	48	99	78
37	57	14	36	85	58	34	30
10	71	69	14	14	71	16	81
77	42	70	89	7	7	92	70
66	28	2	28	2	71	35	27
41	99	88	28	88	53	58	79
62	99	81	53	45	22	85	15
89	24	17	16	5	79	89	5
62	34	50	92	67	43	72	66
95	17	17	69	38	95	42	30
58	68	65	23	24	99	5	78
92	41	4	4	68	44	44	28
34	34	33	60	92	93	67	60
54	76	97	91	26	7	7	91
60	9	99	46	62	9	6	46
89	67	6	4	67	99	89	8
47	47	24	46	77	46	14	34
39	5	39	75	90	5	48	2
55	1	74	19	96	8	85	1
60	68	52	11	60	35	13	11
58	64	49	95	64	49	14	18
74	6	74	37	3	5	3	65
91	32	16	16	44	77	44	38
13	43	13	60	39	68	37	37
41	14	9	14	30	26	32	9
18	51	97	97	65	68	51	67
27	83	89	26	69	54	43	90
16	98	57	39	40	31	46	96
78	76	78	51	97	76	57	18
17	56	1	4	62	65	56	62
63	95	63	73	73	37	17	98
60	65	96	60	13	13	44	74
63	53	69	69	31	97	58	58
71	88	85	88	53	53	76	73
31	61	39	1	45	86	45	39
14	99	25	75	73	26	53	66
8	27	13	1	1	8	77	6
4	25	25	36	69	95	81	4
22	92	88	6	6	22	76	7
64	7	30	81	64	83	51	83
65	45	10	49	89	52	91	12
78	50	42	42	93	50	56	54
84	51	9	9	33	1	10	84
19	21	98	21	13	98	85	4
91	91	13	17	97	29	29	94
65	95	65	60	60	40	14	45
9	69	65	28	17	69	22	17
50	92	6	92	18	29	95	29
61	66	54	58	33	91	38	42
32	33	23	70	8	70	81	32
68	94	61	6	37	36	68	61
22	95	90	52	52	12	12	62
65	16	37	87	6	22	23	23
52	44	44	88	59	7	88	63
16	60	28	70	28	33	92	92
88	89	69	69	72	38	20	20
73	4	82	73	75	39	88	82
51	43	5	51	52	9	84	84
54	6	49	46	65	18	8	87
85	39	52	72	85	72	37	24
58	26	46	46	26	52	23	85
67	31	71	4	64	34	64	81
76	91	76	58	68	80	60	91
89	85	85	94	17	20	17	36
27	27	94	23	10	97	10	11
49	56	95	40	80	56	80	52
62	69	83	28	98	49	56	39
17	53	52	17	4	53	88	15
13	79	95	46	89	89	95	82
58	47	72	73	32	73	59	59
68	93	21	82	68	21	88	5
95	34	45	84	37	95	41	45
25	86	24	46	93	55	24	25
53	35	82	12	53	42	14	12
58	54	20	56	56	22	22	25
23	91	92	77	4	88	23	4
9	86	6	44	32	65	51	44
96	25	22	67	65	25	45	45
85	2	59	85	38	59	50	17
18	46	68	21	81	46	66	66
79	6	72	75	16	79	70	75
20	8	26	38	66	56	37	14
61	9	57	9	54	54	24	82
68	61	10	46	29	68	10	40
1	73	80	39	90	15	92	21
56	63	27	14	79	76	29	28
44	75	48	40	11	11	89	75
93	93	91	68	92	91	63	73
50	68	23	23	69	33	76	68
83	57	77	51	51	1	83	64
28	88	76	88	45	76	87	35
43	82	8	59	82	3	52	52
93	46	99	93	75	86	99	48
52	46	51	38	56	11	46	51
93	91	78	99	66	78	23	93
86	68	70	63	98	76	58	82
98	82	74	87	12	98	74	8
63	9	42	78	5	87	19	45
65	17	26	65	26	16	94	70
34	94	32	89	47	26	26	89
61	95	61	79	19	79	91	25
39	8	4	83	74	63	27	29
54	97	93	44	44	60	54	30
54	76	24	80	50	50	24	83
17	27	54	35	35	27	7	78
72	19	72	75	75	60	1	41
40	7	12	97	79	12	16	79
70	66	10	70	38	66	53	6
61	45	45	43	54	97	84	43
88	11	51	51	18	44	37	37
16	44	57	12	52	44	57	33
24	88	19	88	98	59	59	78
35	92	73	14	14	60	73	64
26	42	17	52	9	52	89	9
24	16	13	68	80	66	27	88
59	60	60	92	23	44	54	44
33	88	86	82	82	19	40	40
44	76	43	55	69	76	43	19
1	18	41	65	64	73	82	94
37	21	86	86	37	66	64	63
81	49	97	31	51	81	31	16
71	73	71	54	61	59	82	61
19	61	95	78	19	88	7	95
99	26	95	84	19	99	61	26
40	28	73	84	91	25	31	28
47	36	72	81	88	88	89	89
6	5	5	31	36	38	73	6
51	44	31	12	26	93	16	53
81	62	63	14	20	27	81	14
53	45	97	45	36	57	97	12
75	51	93	93	64	53	87	64
77	34	89	70	70	62	1	34
79	61	7	43	18	7	61	10
81	46	19	23	14	14	19	74
94	94	17	25	33	46	85	46
32	64	44	82	93	71	54	20
75	34	64	57	65	16	34	21
48	68	9	68	10	10	65	25
84	26	2	33	2	99	28	33
91	67	8	29	67	52	41	29
10	18	88	81	61	54	40	58
87	4	72	50	25	48	87	50
18	72	61	70	31	31	43	43
66	98	78	75	37	48	75	49
13	38	8	4	38	4	85	65
36	7	36	56	42	37	65	56
85	69	69	66	23	94	75	85
64	95	40	64	58	86	95	39
23	21	92	33	82	77	33	77
62	57	62	49	74	63	76	57
81	96	41	73	67	32	32	67
85	12	12	11	17	7	17	15
85	7	61	85	34	7	8	65
13	4	43	55	28	63	28	43
84	49	88	84	33	16	49	75
57	38	38	35	4	14	14	82
29	91	44	53	48	27	48	27
7	71	45	76	76	5	45	18
78	29	68	78	25	92	68	79
19	43	22	66	22	43	88	83
17	84	63	97	31	52	34	80
33	13	7	45	74	74	44	44
3	4	67	2	65	2	65	8
36	76	53	16	68	77	77	36
77	61	41	26	85	82	61	94
54	1	48	68	48	93	52	1
61	92	11	11	19	76	19	10
13	79	12	32	76	18	73	10
21	52	36	86	57	57	52	96
92	45	10	1	39	74	74	10
75	97	80	97	56	82	45	56
70	96	46	9	9	84	14	14
74	13	1	96	5	13	40	74
94	63	95	95	15	15	28	58
16	49	37	29	29	23	33	37
24	88	24	77	52	52	62	31
17	92	66	76	66	92	29	56
56	6	70	91	58	2	21	10
